time_s,target_angle_deg,current_angle_deg,resistance_torque_Nm
5.82,21.850220979832226,20.806865918025597,0.6129869420564448
5.83,22.33695592639075,21.297246224199814,0.6206584099714646
5.84,22.82726963032687,21.791192551294774,0.6283570530046688
5.8500000000000005,23.321084665422845,22.28862751759241,0.6360484595370663
5.86,23.818323052560036,22.789473188318293,0.6436983463443154
5.87,24.318906272033047,23.293651087956295,0.6512727525640373
5.88,24.822755275948523,23.801082212647934,0.6587382318237052
5.89,25.329790500707997,24.311687042675768,0.6660620414375138
5.9,25.83993187957175,24.82538555502779,0.6732123275972246
5.91,26.353098855302196,25.34209723604134,0.6801583055047762
5.92,26.86921039288517,25.86174109412494,0.6868704334232074
5.93,27.388184992325847,26.384235672554738,0.6933205796569452
5.94,27.909940701518945,26.909499062345233,0.6994821815127513
5.95,28.434395129189493,27.437448915190586,0.7053303953381369
5.96,28.961465457903692,27.968002456476004,0.7108422367847909
5.97,29.491068457146707,28.501076498356046,0.7159967105000914
5.98,30.02312049646562,29.03658745289811,0.7207749285098449
5.99,30.55753755867556,29.57445134528908,0.7251602166196682
6.0,31.094235253127355,30.1145838271035,0.7291382082304939
6.01,31.63312882903342,30.65690018962997,0.7326969250352113
6.0200000000000005,32.17413318885107,31.201315377254986,0.7358268441379818
6.03,32.717162901720364,31.74774400090128,0.7385209512149346
6.04,33.26213221695465,32.296100351518916,0.7407747794142584
6.05,33.80895507758151,32.84629841362669,0.7425864337747288
6.0600000000000005,34.357545133932405,33.39825187890233,0.7439566010240131
6.07,34.90781575727787,33.95187415981817,0.7448885447011584
6.08,35.459680053507526,34.50707840332168,0.7453880856310662
6.09,36.01305087685167,35.06377750455755,0.7454635678619898
6.1000000000000005,36.56784084364242,35.62188412062934,0.7451258102596887
6.11,37.12396234611258,36.18131068439885,0.7443880440333845
6.12,37.681327566230244,36.741969418321226,0.7432658365485921
6.13,38.2398484895659,37.303772348312535,0.7417770018598302
6.140000000000001,38.7994369191913,37.86663131764916,0.739941498471669
6.15,39.360004489606325,38.430458000895115,0.7377813149091519
6.16,39.92146268069331,38.99516391785692,0.7353203437478841
6.17,40.48372283169532,39.56066044756232,0.7325842448196794
6.18,41.04669615521651,40.12685884226116,0.7296002983711355
6.19,41.61029375124302,40.693670241446725,0.7263972490096235
6.2,42.1744266211809,41.261005685894204,0.7230051413235064
6.21,42.739005681910335,41.828776131715365,0.7194551481107215
6.22,43.30394177985292,42.3968924644263,0.7157793921918636
6.23,43.86914570504983,42.965265513026104,0.7120107628203443
6.24,44.434528205249116,43.53380606408462,0.7081827277329341
6.25,44.999999999999986,44.10242487583724,0.7043291419087279
6.26,45.56547179475086,44.67103269228336,0.7004840541233155
6.2700000000000005,46.13085429495018,45.239540257287736,0.6966815123974426
6.28,46.69605822014705,45.807858328681554,0.6929553694457368
6.29,47.26099431808963,46.375897692361306,0.6893390892310782
6.3,47.82557337881908,46.9435691763832,0.685865555723903
6.3100000000000005,48.38970624875699,47.51078366505104,0.682566884953212
6.32,48.95330384478346,48.0774521129948,0.6794742414173369
6.33,49.516277168304654,48.64348555923861,0.6766176598977558
6.34,50.07853731930666,49.208795141255116,0.6740258736885506
6.3500000000000005,50.639995510393724,49.77329210900412,0.6717261502176289
6.36,51.200563080808706,50.33688783895353,0.6697441349938521
6.37,51.76015151043403,50.89949384808077,0.6681037047668841
6.38,52.31867243376976,51.461021807851296,0.6668268307342412
6.390000000000001,52.87603765388748,52.021383558172914,0.665933452572923
6.4,53.43215915635763,52.580491121323604,0.6654413640115048
6.41,53.9869491231483,53.13825671585074,0.6653661105929907
6.42,54.54031994649241,53.6945927704387,0.6657209002094623
6.43,55.09218424272215,54.24941193774382,0.6665165269169827
6.44,55.642454866067645,54.80262710819342,0.6677613084637543
6.45,56.19104492241847,55.35415142374781,0.6694610378866102
6.46,56.73786778304533,55.90389829162241,0.6716189494509796
6.47,57.28283709827965,56.45178139796777,0.6742356991279629
6.48,57.825866811148906,56.997714721505346,0.6773093597195515
6.49,58.36687117096659,57.54161254711789,0.6808354306597963
6.5,58.90576474687261,58.08338947939032,0.6848068624363299
6.51,59.44246244132438,58.62296045610118,0.6892140954935836
6.5200000000000005,59.97687950353439,59.16024076166072,0.6940451133967397
6.53,60.50893154285323,59.695146040494286,0.699285509954432
6.54,61.038534542096286,60.22759231036949,0.7049185699189079
6.55,61.565604870810475,60.75749597566334,0.7109253628051753
6.5600000000000005,62.090059298481066,61.28477384056952,0.7172848492961637
6.57,62.611815007674096,61.809343122241216,0.7239739996293676
6.58,63.13078960711484,62.33112146387,0.7309679232923918
6.59,63.64690114469777,62.85002694769621,0.7382400092905432
6.6000000000000005,64.1600681204283,63.36597810795114,0.7457620761895345
6.61,64.67020949929199,63.87889394372664,0.7535045310808475
6.62,65.17724472405142,64.38869393177244,0.7614365365665723
6.63,65.68109372796697,64.89529803921728,0.7695261848149954
6.640000000000001,66.18167694744001,65.3986267362126,0.7777406776980135
6.65,66.6789153345772,65.89860100849721,0.7860465119869005
6.66,67.1727303696731,66.39514236988026,0.7944096685542289
6.67,67.66304407360919,66.88817287464077,0.8027958045069366
